,mid,movie_title,genres,rating
204,206,Unzipped (1995),Documentary,3.6707317073170733
205,207,"Walk in the Clouds, A (1995)",Drama|Romance,3.132420091324201
206,208,Waterworld (1995),Action|Adventure,2.6313364055299537
207,209,White Man's Burden (1995),Drama,2.4615384615384617
208,210,Wild Bill (1995),Western,3.1463414634146343
209,211,"Browning Version, The (1994)",Drama,3.5588235294117645
210,212,Bushwhacked (1995),Comedy,1.9285714285714286
211,213,Burnt By the Sun (Utomlyonnye solntsem) (1994),Drama,4.056910569105691
212,214,Before the Rain (Pred dozhdot) (1994),Drama,4.25
213,215,Before Sunrise (1995),Drama|Romance,3.80625
214,216,Billy Madison (1995),Comedy,3.183098591549296
215,217,"Babysitter, The (1995)",Drama|Thriller,2.625
216,218,Boys on the Side (1995),Comedy|Drama,3.128205128205128
217,219,"Cure, The (1995)",Drama,3.1818181818181817
218,220,Castle Freak (1995),Horror,1.8214285714285714
219,222,Circle of Friends (1995),Drama|Romance,3.547112462006079
220,223,Clerks (1994),Comedy,3.946883852691218
221,224,Don Juan DeMarco (1995),Comedy|Drama|Romance,3.3911917098445596
222,225,Disclosure (1994),Drama|Thriller,3.173228346456693
223,226,Dream Man (1995),Thriller,2.0
224,227,Drop Zone (1994),Action,2.6744186046511627
225,228,Destiny Turns on the Radio (1995),Comedy,2.1538461538461537
226,229,Death and the Maiden (1994),Drama|Thriller,3.5
227,230,Dolores Claiborne (1994),Drama|Thriller,3.4527220630372493
228,231,Dumb & Dumber (1994),Comedy,3.1924242424242424
229,232,Eat Drink Man Woman (1994),Comedy|Drama,4.07514450867052
230,233,Exotica (1994),Drama,3.6127659574468085
231,234,Exit to Eden (1994),Comedy,2.2244897959183674
232,235,Ed Wood (1994),Comedy|Drama,3.696871628910464
233,236,French Kiss (1995),Comedy|Romance,3.303680981595092
234,237,Forget Paris (1995),Comedy|Romance,2.972762645914397
235,238,Far From Home: The Adventures of Yellow Dog (1995),Adventure|Children's,2.8125
236,239,"Goofy Movie, A (1995)",Animation|Children's|Comedy|Romance,2.875
237,240,Hideaway (1995),Thriller,2.7111111111111112
238,241,Fluke (1995),Children's|Drama,3.310344827586207
239,242,Farinelli: il castrato (1994),Drama|Musical,3.5
240,243,Gordy (1995),Comedy,2.1
241,244,Gumby: The Movie (1995),Animation|Children's,1.9
242,245,"Glass Shield, The (1994)",Crime|Drama,3.0
243,246,Hoop Dreams (1994),Documentary,4.18854748603352
244,247,Heavenly Creatures (1994),Drama|Fantasy|Romance|Thriller,3.8658280922431865
245,248,Houseguest (1994),Comedy,2.9130434782608696
246,249,Immortal Beloved (1994),Drama|Romance,3.7586206896551726
247,250,Heavyweights (1994),Children's|Comedy,2.6
248,251,"Hunted, The (1995)",Action,3.2777777777777777
249,252,I.Q. (1994),Comedy|Romance,3.2697547683923704
250,253,Interview with the Vampire (1994),Drama|Horror,3.524390243902439
251,254,Jefferson in Paris (1995),Drama,3.0789473684210527
252,255,"Jerky Boys, The (1994)",Comedy,2.0606060606060606
253,256,Junior (1994),Comedy|Sci-Fi,2.6513761467889907
254,257,Just Cause (1995),Mystery|Thriller,3.2280701754385963
255,258,"Kid in King Arthur's Court, A (1995)",Adventure|Children's|Comedy|Fantasy|Romance,2.423611111111111
256,259,Kiss of Death (1995),Crime|Drama|Thriller,2.843137254901961
257,260,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Fantasy|Sci-Fi,4.453694416583082
258,261,Little Women (1994),Drama,3.6491228070175437
259,262,"Little Princess, A (1995)",Children's|Drama,3.872093023255814
260,263,Ladybird Ladybird (1994),Drama,3.857142857142857
261,264,"Enfer, L' (1994)",Drama,3.2
262,265,Like Water for Chocolate (Como agua para chocolate) (1992),Drama|Romance,3.9326424870466323
263,266,Legends of the Fall (1994),Drama|Romance|War|Western,3.425531914893617
264,267,Major Payne (1994),Comedy,2.7285714285714286
265,268,Little Odessa (1994),Drama,3.3703703703703702
266,269,My Crazy Life (Mi vida loca) (1993),Drama,3.5272727272727273
267,270,Love Affair (1994),Drama|Romance,3.037974683544304
268,271,Losing Isaiah (1995),Drama,3.142857142857143
269,272,"Madness of King George, The (1994)",Drama,3.7258485639686683
270,273,Mary Shelley's Frankenstein (1994),Drama|Horror,2.8975409836065573
271,274,Man of the House (1995),Comedy,2.375
272,275,Mixed Nuts (1994),Comedy,2.5375
273,276,Milk Money (1994),Comedy|Romance,2.692982456140351
274,277,Miracle on 34th Street (1994),Drama,3.1823529411764704
275,278,Miami Rhapsody (1995),Comedy,2.75
276,279,My Family (1995),Drama,3.717391304347826
277,280,Murder in the First (1995),Drama|Thriller,3.5707547169811322
278,281,Nobody's Fool (1994),Drama,3.648068669527897
279,282,Nell (1994),Drama,3.2232558139534886
280,283,New Jersey Drive (1995),Crime|Drama,3.0
283,286,Nemesis 2: Nebula (1995),Action|Sci-Fi|Thriller,3.0
284,287,Nina Takes a Lover (1994),Comedy|Romance,2.9047619047619047
285,288,Natural Born Killers (1994),Action|Thriller,3.144285714285714
286,289,Only You (1994),Comedy|Romance,3.3417721518987342
287,290,Once Were Warriors (1994),Crime|Drama,3.9166666666666665
288,291,Poison Ivy II (1995),Thriller,2.2083333333333335
289,292,Outbreak (1995),Action|Drama|Thriller,3.2687585266030013
290,293,"Professional, The (a.k.a. Leon: The Professional) (1994)",Crime|Drama|Romance|Thriller,4.106175514626218
291,294,"Perez Family, The (1995)",Comedy|Romance,3.0952380952380953
292,295,"Pyromaniac's Love Story, A (1995)",Comedy|Romance,2.7586206896551726
293,296,Pulp Fiction (1994),Crime|Drama,4.278212805158913
294,297,Panther (1995),Drama,3.107142857142857
295,298,Pushing Hands (1992),Comedy,3.9130434782608696
296,299,Priest (1994),Drama,3.664335664335664
297,300,Quiz Show (1994),Drama,3.7588652482269502
298,301,Picture Bride (1995),Drama|Romance,3.302325581395349
299,302,Queen Margot (La Reine Margot) (1994),Drama|Romance,3.813953488372093
300,303,"Quick and the Dead, The (1995)",Action|Adventure|Western,2.9760765550239237
301,304,Roommates (1995),Comedy|Drama,3.142857142857143
302,305,Ready to Wear (Pret-A-Porter) (1994),Comedy,2.5039370078740157
303,306,Three Colors: Red (1994),Drama,4.227544910179641
304,307,Three Colors: Blue (1993),Drama,4.098765432098766
305,308,Three Colors: White (1994),Drama,3.9653465346534653
306,309,"Red Firecracker, Green Firecracker (1994)",Drama,3.6875
307,310,Rent-a-Kid (1995),Comedy,2.6666666666666665
308,311,Relative Fear (1994),Horror|Thriller,3.0
309,312,Stuart Saves His Family (1995),Comedy,2.4375
310,313,"Swan Princess, The (1994)",Animation|Children's,2.888888888888889
311,314,"Secret of Roan Inish, The (1994)",Drama,3.85
312,315,"Specialist, The (1994)",Action,2.65359477124183
313,316,Stargate (1994),Action|Adventure|Sci-Fi,3.490143369175627
314,317,"Santa Clause, The (1994)",Children's|Comedy|Fantasy,3.1918876755070205
315,318,"Shawshank Redemption, The (1994)",Drama,4.554557700942973
316,319,Shallow Grave (1994),Thriller,3.8937728937728937
317,320,Suture (1993),Film-Noir|Thriller,3.40625
318,321,Strawberry and Chocolate (Fresa y chocolate) (1993),Drama,3.7540983606557377
319,322,Swimming with Sharks (1995),Comedy|Drama,3.712918660287081
320,324,"Sum of Us, The (1994)",Comedy,3.9696969696969697
321,325,National Lampoon's Senior Trip (1995),Comedy,2.4489795918367347
322,326,To Live (Huozhe) (1994),Drama,4.344262295081967
323,327,Tank Girl (1995),Action|Comedy|Musical|Sci-Fi,2.6145251396648046
324,328,Tales From the Crypt Presents: Demon Knight (1995),Horror,3.111111111111111
325,329,Star Trek: Generations (1994),Action|Adventure|Sci-Fi,3.3767676767676766
326,330,Tales from the Hood (1995),Comedy|Horror,2.7315436241610738
327,331,Tom & Viv (1994),Drama,3.0952380952380953
328,332,Village of the Damned (1995),Horror|Sci-Fi,2.546583850931677
329,333,Tommy Boy (1995),Comedy,3.502439024390244
330,334,Vanya on 42nd Street (1994),Drama,3.8596491228070176
331,335,"Underneath, The (1995)",Mystery|Thriller,3.4878048780487805
332,336,"Walking Dead, The (1995)",Drama|War,2.6842105263157894
333,337,What's Eating Gilbert Grape (1993),Drama,3.8412698412698414
334,338,Virtuosity (1995),Sci-Fi|Thriller,2.8823529411764706
335,339,While You Were Sleeping (1995),Comedy|Romance,3.49925705794948
336,340,"War, The (1994)",Adventure|Drama,3.2738095238095237
337,341,Double Happiness (1994),Drama,3.838709677419355
338,342,Muriel's Wedding (1994),Comedy|Romance,3.6776061776061777
339,343,"Baby-Sitters Club, The (1995)",Children's,2.4285714285714284
340,344,Ace Ventura: Pet Detective (1994),Comedy,3.1488250652741514
341,345,"Adventures of Priscilla, Queen of the Desert, The (1994)",Comedy|Drama,3.8059701492537314
342,346,Backbeat (1993),Drama|Musical,3.525
343,347,Bitter Moon (1992),Drama,3.1739130434782608
344,348,Bullets Over Broadway (1994),Comedy,3.698901098901099
345,349,Clear and Present Danger (1994),Action|Adventure|Thriller,3.7261567516525025
346,350,"Client, The (1994)",Drama|Mystery|Thriller,3.392233009708738
347,351,"Corrina, Corrina (1994)",Comedy|Drama|Romance,3.342412451361868
348,352,Crooklyn (1994),Comedy,3.134453781512605
349,353,"Crow, The (1994)",Action|Romance|Thriller,3.4455040871934606
350,354,Cobb (1994),Drama,3.1791044776119404
351,355,"Flintstones, The (1994)",Children's|Comedy,2.352059925093633
352,356,Forrest Gump (1994),Comedy|Romance|War,4.087967183226983
353,357,Four Weddings and a Funeral (1994),Comedy|Romance,3.7437145174371453
354,358,Higher Learning (1995),Drama,3.1702127659574466
355,359,I Like It Like That (1994),Comedy|Drama|Romance,3.210526315789474
356,360,I Love Trouble (1994),Action|Comedy,2.4960629921259843
357,361,It Could Happen to You (1994),Drama|Romance,3.421641791044776
358,362,"Jungle Book, The (1994)",Adventure|Children's|Romance,3.3640167364016738
359,363,"Wonderful, Horrible Life of Leni Riefenstahl, The (Die Macht der Bilder) (1993)",Documentary,4.258064516129032
360,364,"Lion King, The (1994)",Animation|Children's|Musical,3.8608385370205176
361,365,Little Buddha (1993),Drama,3.1690140845070425
362,366,Wes Craven's New Nightmare (1994),Horror,2.8207171314741037
363,367,"Mask, The (1994)",Comedy|Crime|Fantasy,3.279050042408821
364,368,Maverick (1994),Action|Comedy|Western,3.5236907730673317
365,369,Mrs. Parker and the Vicious Circle (1994),Drama,3.310344827586207
366,370,Naked Gun 33 1/3: The Final Insult (1994),Comedy,2.8980582524271843
367,371,"Paper, The (1994)",Comedy|Drama,3.1792452830188678
368,372,Reality Bites (1994),Comedy|Drama,3.1542056074766354
369,373,Red Rock West (1992),Thriller,3.856589147286822
370,374,Richie Rich (1994),Children's|Comedy,2.1147540983606556
371,375,Safe Passage (1994),Drama,3.2941176470588234
372,376,"River Wild, The (1994)",Action|Thriller,3.2457142857142856
373,377,Speed (1994),Action|Romance|Thriller,3.5654545454545454
374,378,Speechless (1994),Comedy|Romance,2.892857142857143
375,379,Timecop (1994),Action|Sci-Fi,2.889908256880734
376,380,True Lies (1994),Action|Adventure|Comedy|Romance,3.6342857142857143
377,381,When a Man Loves a Woman (1994),Drama,3.2606635071090047
378,382,Wolf (1994),Drama|Horror,2.9338235294117645
379,383,Wyatt Earp (1994),Western,3.2666666666666666
380,384,Bad Company (1995),Action,2.9
381,385,"Man of No Importance, A (1994)",Drama,3.4
382,386,S.F.W. (1994),Drama,2.6
383,387,"Low Down Dirty Shame, A (1994)",Action|Comedy,2.7450980392156863
384,388,Boys Life (1995),Drama,3.6391752577319587
385,389,"Colonel Chabert, Le (1994)",Drama|Romance|War,3.7
386,390,Faster Pussycat! Kill! Kill! (1965),Action|Comedy|Drama,3.542372881355932
387,391,Jason's Lyric (1994),Crime|Drama,3.275
388,392,"Secret Adventures of Tom Thumb, The (1993)",Adventure|Children's,2.8
389,393,Street Fighter (1994),Action,1.8571428571428572
390,394,Coldblooded (1995),Action,3.6666666666666665
392,396,Fall Time (1995),Drama,4.0
393,397,"Fear, The (1995)",Horror,2.4166666666666665
394,398,Frank and Ollie (1995),Documentary,4.0
397,401,Mirage (1995),Action|Thriller,3.0
398,402,Open Season (1996),Comedy,3.0
400,404,Brother Minister: The Assassination of Malcolm X (1994),Documentary,3.75
401,405,Highlander III: The Sorcerer (1994),Action|Sci-Fi,2.123152709359606
402,406,Federal Hill (1994),Drama,3.625
403,407,In the Mouth of Madness (1995),Horror|Thriller,2.911917098445596
404,408,8 Seconds (1994),Drama,3.3194444444444446
405,409,Above the Rim (1994),Drama,3.020408163265306
406,410,Addams Family Values (1993),Comedy,2.9071274298056156
407,411,You So Crazy (1994),Comedy,2.6153846153846154
408,412,"Age of Innocence, The (1993)",Drama,3.559322033898305
409,413,Airheads (1994),Comedy,2.5306122448979593
410,414,"Air Up There, The (1994)",Comedy,2.6555555555555554
411,415,Another Stakeout (1993),Comedy|Thriller,2.4804469273743015
412,416,Bad Girls (1994),Western,2.4269662921348316
413,417,Barcelona (1994),Comedy|Romance,3.485576923076923
414,418,Being Human (1993),Drama,2.5172413793103448
415,419,"Beverly Hillbillies, The (1993)",Comedy,2.1923076923076925
416,420,Beverly Hills Cop III (1994),Action|Comedy,2.5056818181818183
417,421,Black Beauty (1994),Adventure|Children's,3.3617021276595747
418,422,Blink (1994),Thriller,3.1228070175438596
419,423,Blown Away (1994),Action|Thriller,3.1085972850678734
420,424,Blue Chips (1994),Drama,2.6
421,425,Blue Sky (1994),Drama|Romance,3.6095238095238096
422,426,Body Snatchers (1993),Horror|Sci-Fi|Thriller,3.0817843866171004
423,427,Boxing Helena (1993),Mystery|Romance|Thriller,2.3674698795180724
424,428,"Bronx Tale, A (1993)",Drama,3.931558935361217
425,429,Cabin Boy (1994),Comedy,2.379679144385027
426,430,Calendar Girl (1993),Drama,2.4166666666666665
427,431,Carlito's Way (1993),Crime|Drama,3.6910569105691056
428,432,City Slickers II: The Legend of Curly's Gold (1994),Comedy|Western,2.579081632653061
429,433,Clean Slate (1994),Comedy,2.7916666666666665
430,434,Cliffhanger (1993),Action|Adventure|Crime,3.0845481049562684
431,435,Coneheads (1993),Comedy|Sci-Fi,2.6060037523452158
432,436,Color of Night (1994),Drama|Thriller,2.652482269503546
433,437,Cops and Robbersons (1994),Comedy,2.046875
434,438,"Cowboy Way, The (1994)",Action|Comedy,2.625
435,439,Dangerous Game (1993),Drama,4.5
436,440,Dave (1993),Comedy|Romance,3.811181434599156
437,441,Dazed and Confused (1993),Comedy,3.6936236391912907
438,442,Demolition Man (1993),Action|Sci-Fi,2.9921875
439,443,"Endless Summer 2, The (1994)",Documentary,3.3870967741935485
440,444,Even Cowgirls Get the Blues (1993),Comedy|Romance,2.2962962962962963
441,445,Fatal Instinct (1993),Comedy,2.61
442,446,Farewell My Concubine (1993),Drama|Romance,4.082677165354331
443,447,"Favor, The (1994)",Comedy|Romance,2.4838709677419355
444,448,Fearless (1993),Drama,3.6008771929824563
445,449,Fear of a Black Hat (1993),Comedy,3.6619718309859155
446,450,With Honors (1994),Comedy|Drama,3.280701754385965
447,451,Flesh and Bone (1993),Drama|Mystery|Romance,3.150943396226415
